id,均分,提交次数,测试用例个数,答案代码行数,正理想解,负理想解,综合得分指数,排序
2092,0.22220307170171882,0.23496390278488347,0.17463386828392488,0.199473763930924,0.05884762147364935,0.18639944813404255,0.7600476060008194,1.0
2155,0.05297310169650672,0.048102846239424964,0.01940376314265832,0.28050998052786186,0.11811100900240373,0.1973305740960301,0.6255693119396148,2.0
2588,0.12137773780480902,0.09713074721422349,0.07761505257063328,0.21505765173802743,0.0938008580591682,0.1564955649932926,0.625240916688977,3.0
2156,0.007109898623462821,0.042552517827183625,0.01940376314265832,0.28050998052786186,0.12393686737863603,0.19692204421922666,0.6137340653515401,4.0
2250,0.09581269844809769,0.07677954303600523,0.03880752628531664,0.16207243319387574,0.13186346398407298,0.11469607977706094,0.4651861291898647,5.0
2452,0.04712597273543397,0.06937910515301678,0.0970188157132916,0.14960532294819298,0.1334160875249754,0.10909475695420338,0.44985516911005563,6.0
2518,0.08615950931340584,0.07585448830063167,0.0970188157132916,0.13713821270251025,0.1359856432656,0.10252388076184456,0.4298523557073865,7.0
2335,0.06911605097224498,0.1655847976318667,0.0970188157132916,0.10908721464972405,0.1379614566220681,0.10035799494724697,0.42110702372969294,8.0
2321,0.13769206423832667,0.11008151350945328,0.0970188157132916,0.11843754733398612,0.13713832810021612,0.09781833510528959,0.4163250097731105,9.0
2276,0.10385014723617088,0.07492943356525812,0.07761505257063328,0.13402143514108955,0.1395672781687678,0.09862526251136251,0.41405688956400516,10.0
2325,0.11786867518338295,0.12765755348155086,0.0970188157132916,0.10908721464972405,0.14065085416483272,0.09407617014188976,0.40078968503838974,11.0
2113,0.13008109312165003,0.08047976197749945,0.07761505257063328,0.1246711024568275,0.14246336294966916,0.0946868843421736,0.3992695998568775,12.0
2216,0.09833371175487855,0.14985886713051624,0.07761505257063328,0.10597043708830337,0.14273477209176835,0.09321959729442592,0.395074681333196,13.0
2333,0.14626334554046994,0.1119316229802004,0.07761505257063328,0.10908721464972405,0.14481324844552954,0.09048927507862296,0.3845656804838081,14.0
2330,0.1868116055132683,0.14245842924752777,0.07761505257063328,0.09350332684262062,0.14921051379222425,0.0924217208849096,0.38248920309991924,15.0
2106,0.06070196180748419,0.06382877674077543,0.05821128942797496,0.12778788001824817,0.15084006889481805,0.08955564026217708,0.3725342709993672,16.0
2329,0.10742685503972853,0.06567888621152254,0.0970188157132916,0.11220399221114474,0.15170476427867755,0.08701630694360825,0.36451037396100977,17.0
2326,0.08903566464020378,0.06937910515301678,0.0970188157132916,0.11220399221114474,0.1516501127684946,0.086124864814226,0.3622116409800255,18.0
2097,0.08501817783451775,0.07492943356525812,0.07761505257063328,0.11532076977256543,0.15104580751968869,0.08519787527000999,0.3606355702888874,19.0
2623,0.03308759554511075,0.0666039409468961,0.0970188157132916,0.11532076977256543,0.15372002820546407,0.08576827271734899,0.35813136753177793,20.0
2613,0.09288942941305614,0.08047976197749945,0.07761505257063328,0.11220399221114474,0.15124638421994088,0.08414003024054066,0.357454912737399,21.0
2608,0.13106275063994488,0.09713074721422349,0.0970188157132916,0.09662010440404131,0.15355222045253478,0.0828482772214614,0.3504572876818213,22.0
2381,0.13162330744343306,0.07492943356525812,0.05821128942797496,0.10597043708830337,0.15734751720984735,0.08015559925983834,0.3374928314680418,23.0
2408,0.09426896982129473,0.08788019986048791,0.0970188157132916,0.09662010440404131,0.15678284056824865,0.07878670620300761,0.3344520006209097,24.0
2240,0.06841699268705502,0.09158041880198214,0.07761505257063328,0.09662010440404131,0.15949991706625807,0.07427815172441006,0.3177293409456681,25.0
2166,0.18761509831364037,0.1202571155985624,0.0970188157132916,0.06545232878983444,0.1688179093038784,0.07849411611238731,0.3173889986961578,26.0
2215,0.06348362162908258,0.04902790097479852,0.05821128942797496,0.10908721464972405,0.16441074276509182,0.07607822930668516,0.31634809967077676,27.0
2625,0.07534689530288732,0.1054562398325855,0.0970188157132916,0.08415299415835856,0.162248424495596,0.07340051751294348,0.31148248274453777,28.0
2153,0.06472587480562739,0.14985886713051624,0.05821128942797496,0.07791943903551718,0.16526759969445048,0.07458617671434939,0.3109651965088382,29.0
2583,0.053060896425651906,0.07492943356525812,0.0970188157132916,0.09350332684262062,0.16342487951699167,0.0732768555685893,0.30957464482503944,30.0
2247,0.0692740572969797,0.06752899568226967,0.03880752628531664,0.10597043708830337,0.16463178002704112,0.07358839047336206,0.3089091503829543,31.0
2377,0.13795685936538904,0.08695514512511436,0.05821128942797496,0.09038654928119993,0.16402047734822803,0.0725592454041712,0.3067010332077809,32.0
2162,0.13556204237707575,0.17483534498560227,0.05821128942797496,0.04675166342131031,0.1810190747155581,0.07676812274305106,0.2977964906708647,33.0
2222,0.1017088418468809,0.10083096615571771,0.0970188157132916,0.07480266147409649,0.16788078243423307,0.06947494211559978,0.2927038825263871,34.0
2275,0.1327596142800787,0.07585448830063167,0.05821128942797496,0.08726977171977925,0.16825857565054386,0.06880210682424925,0.2902299365124162,35.0
2217,0.04316954716386855,0.04995295571017208,0.05821128942797496,0.099736881965462,0.17049299776813215,0.06881780030432877,0.287566632423713,36.0
2239,0.08980440661695162,0.0860300903897408,0.07761505257063328,0.08415299415835856,0.16719363737128826,0.0672445372097697,0.28683271113988146,37.0
2324,0.08349640252933367,0.07492943356525812,0.0970188157132916,0.08103621659693787,0.16952375400046818,0.0676113804244364,0.2851175157506971,38.0
2580,0.06374790936433111,0.08140481671287302,0.0970188157132916,0.08103621659693787,0.16918553746595638,0.0672061358607806,0.2842999286522639,39.0
